,body,climate_control,color,cruise_control,defects,door_count,driver_side,drivetrain,electric_windows,engine,engine_power,first_registration_country,fuel,gear_count,gearbox,gps,inspection,leather_seats,manufacturer,model,price,seats,year
185,sedan,1.0,silver,1.0,,4/5,1.0,RWD,1.0,2.0l.,120.0,D,petrol,,1.0,,,1.0,Mercedes-Benz,C 200,3350,5.0,2002
186,avant,1.0,blue,,,4/5,1.0,RWD,1.0,3.0l.,142.0,,diesel,5.0,1.0,1.0,2019-09,1.0,BMW,530,3350,5.0,2003
187,avant,1.0,silver,1.0,,4/5,1.0,,1.0,3.0l.,160.0,D,diesel,,1.0,1.0,2021-05,1.0,BMW,530,3450,,2004
188,avant,,blue,1.0,,4/5,1.0,,1.0,1.9l.,77.0,D,diesel,,0.0,1.0,2021-01,1.0,Volkswagen,Passat,3500,,2008
189,sedan,1.0,,,,4/5,1.0,RWD,,2.3l.,97.0,D,petrol,4.0,1.0,,2021-04,,Mercedes-Benz,E 230,3500,5.0,1988
190,avant,1.0,black,1.0,,4/5,1.0,FWD,1.0,2.0l.,103.0,D,diesel,6.0,0.0,1.0,,1.0,Volkswagen,Passat,3550,5.0,2005
191,avant,1.0,silver,1.0,,4/5,1.0,FWD,1.0,2.0l.,103.0,,diesel,6.0,0.0,1.0,,,Volkswagen,Passat,3550,5.0,2007
192,suv,,silver,,,4/5,1.0,AWD,1.0,3.0l.,135.0,,diesel,,1.0,,2020-01,1.0,BMW,X5,3600,,2001
193,suv,,,1.0,,4/5,1.0,AWD,1.0,3.3l.,126.0,,petrol/lpg,,0.0,,2020-06,,Nissan,X-Terra,3600,5.0,2000
194,avant,,silver,,,4/5,1.0,,1.0,3.0l.,145.0,D,diesel,,0.0,,,1.0,BMW,325,3600,,2007
195,hatchback,,white,1.0,,4/5,1.0,FWD,1.0,2.0l.,81.0,,diesel,6.0,0.0,,2020-01,,Opel,Insignia,3650,5.0,2010
196,sedan,,,,,4/5,1.0,,,2.7l.,152.0,,diesel,,1.0,,,,Jaguar,XF,3650,5.0,2008
197,suv,,violet,,,4/5,1.0,FWD,1.0,1.5l.,76.0,FR,diesel,6.0,0.0,1.0,2021-02,,Nissan,Qashqai,6950,7.0,2009
198,avant,1.0,white,1.0,,4/5,1.0,FWD,1.0,2.0l.,127.0,FR,diesel,,1.0,1.0,2021-05,1.0,Renault,Laguna,6999,5.0,2015
199,other,1.0,silver,,,4/5,1.0,FWD,1.0,2.5l.,96.0,,diesel,6.0,0.0,,2021-05,,Volkswagen,Transporter,7000,9.0,2005
200,sedan,1.0,black,,,4/5,1.0,,1.0,2.0l.,,,diesel,,0.0,,2019-12,1.0,Audi,A6,7000,5.0,2009
201,other,1.0,silver,1.0,,4/5,1.0,FWD,1.0,1.8l.,108.0,LT,petrol,6.0,0.0,,,,Toyota,Verso,7000,5.0,2010
202,suv,1.0,silver,1.0,,4/5,1.0,AWD,1.0,3.0l.,150.0,FR,petrol,,1.0,,2020-08,1.0,Lexus,RX 300,7150,,2005
203,avant,1.0,silver,,,4/5,1.0,FWD,1.0,2.0l.,105.0,I,diesel,6.0,1.0,1.0,2020-11,,Audi,A4,7200,5.0,2008
204,hatchback,1.0,white,1.0,,4/5,1.0,FWD,1.0,1.8l.,73.0,,petrol/electricity,,1.0,,2021-05,,Toyota,Prius,7300,5.0,2010
205,avant,1.0,blue,1.0,,4/5,1.0,RWD,1.0,3.0l.,173.0,D,diesel,6.0,1.0,1.0,,1.0,BMW,530,7400,,2009
206,sedan,1.0,silver,1.0,,4/5,1.0,AWD,1.0,3.6l.,191.0,,petrol,6.0,1.0,1.0,2020-05,,Skoda,Superb,7400,5.0,2010
207,other,,yellow,1.0,,4/5,1.0,RWD,1.0,3.0l.,125.0,LT,diesel,6.0,0.0,,2019-08,,Iveco,Daily,7500,3.0,2010
208,sedan,1.0,,1.0,,4/5,1.0,,1.0,3.5l.,218.0,I,petrol/electricity,,1.0,1.0,2020-12,1.0,Lexus,GS 450,7500,,2007
209,avant,1.0,,1.0,,4/5,1.0,RWD,1.0,3.0l.,200.0,,petrol,6.0,0.0,1.0,2021-01,,BMW,330,7500,5.0,2009
210,hatchback,1.0,black,1.0,,4/5,1.0,FWD,1.0,1.4l.,103.0,LT,petrol,6.0,0.0,,2020-10,,Skoda,Octavia,7600,5.0,2013
211,sedan,1.0,black,1.0,,4/5,1.0,,1.0,2.0l.,120.0,,diesel,,1.0,,2020-04,1.0,Volvo,S80,7650,,2011
212,other,1.0,blue,1.0,,4/5,1.0,FWD,1.0,2.5l.,75.0,D,diesel,,0.0,,,,Volkswagen,Multivan,7700,7.0,2001
213,suv,1.0,,1.0,,4/5,1.0,,1.0,3.0l.,,,diesel,,1.0,1.0,,1.0,Audi,Q7,7850,,2006
214,hatchback,1.0,white,,,4/5,1.0,FWD,1.0,1.8l.,73.0,,petrol/electricity,,1.0,,2021-05,,Toyota,Auris,7900,5.0,2010
215,avant,1.0,,1.0,,4/5,1.0,,1.0,2.4l.,151.0,,diesel,,1.0,1.0,2020-12,1.0,Volvo,XC 70,7900,,2009
216,suv,1.0,blue,1.0,,4/5,1.0,AWD,1.0,2.5l.,155.0,,petrol,5.0,0.0,1.0,2021-01,1.0,Subaru,Forester,7999,5.0,2005
217,suv,1.0,gold,1.0,,4/5,1.0,AWD,1.0,2.0l.,130.0,,petrol,5.0,1.0,1.0,2021-01,1.0,Subaru,Forester,7999,5.0,2004
218,cabriolet,1.0,,1.0,,2/3,1.0,,1.0,5.0l.,,,petrol,,1.0,1.0,,1.0,Mercedes-Benz,CLK 500,8000,,2005
219,sedan,,,,,4/5,1.0,RWD,,3.0l.,170.0,,petrol,,0.0,,,,BMW,330,8000,5.0,2000
220,sedan,1.0,silver,,,4/5,1.0,AWD,,3.0l.,173.0,FR,diesel,7.0,1.0,,,1.0,BMW,330,8200,,2008
221,sedan,1.0,silver,1.0,,4/5,1.0,FWD,1.0,2.0l.,149.0,,petrol,6.0,1.0,,2019-12,1.0,Volkswagen,Passat CC,8200,4.0,2009
222,suv,1.0,blue,,,4/5,1.0,AWD,1.0,2.0l.,103.0,,diesel,6.0,0.0,1.0,,1.0,Volkswagen,Tiguan,8499,5.0,2012
223,suv,1.0,black,1.0,,4/5,1.0,FWD,1.0,3.2l.,173.0,,petrol,,1.0,,,1.0,Volvo,XC 90,8600,7.0,2011
224,sedan,,silver,1.0,,4/5,1.0,FWD,1.0,1.8l.,103.0,,petrol,6.0,1.0,,2020-05,,Honda,Civic,8800,5.0,2015
225,suv,,black,,Other,4/5,1.0,,,3.0l.,180.0,LT,diesel,,1.0,,,,Audi,Q7,9000,,2015
226,sedan,1.0,black,,,4/5,1.0,RWD,1.0,2.0l.,105.0,,diesel,,0.0,1.0,2020-05,1.0,BMW,318,9300,5.0,2010
227,limousine,1.0,,1.0,,4/5,1.0,,1.0,3.2l.,173.0,,diesel,,1.0,1.0,,1.0,Mercedes-Benz,S 320,9400,,2006
228,suv,,red,,,4/5,1.0,,,2.0l.,109.0,,petrol/lpg,,1.0,,2020-02,,Mitsubishi,ASX,9500,,2014
229,sedan,1.0,white,1.0,,4/5,1.0,RWD,1.0,3.0l.,210.0,,diesel,6.0,1.0,1.0,2020-01,1.0,BMW,335,9600,5.0,2009
230,suv,1.0,white,1.0,,4/5,1.0,AWD,1.0,2.2l.,145.0,FR,diesel,6.0,1.0,1.0,,1.0,Kia,Sorento,9800,7.0,2011
231,sedan,,,,Engine,2/3,1.0,,,4.0l.,,,diesel,,0.0,,,,Nissan,Kitas,9999,,1995
232,suv,1.0,white,,,4/5,1.0,AWD,1.0,2.0l.,125.0,,diesel,6.0,1.0,,,,Audi,Q5,9999,5.0,2009
233,coupe,1.0,,1.0,,2/3,1.0,FWD,1.0,2.7l.,140.0,D,diesel,,1.0,1.0,2020-10,1.0,Audi,A5,10000,,2008
234,sedan,1.0,black,1.0,,4/5,1.0,RWD,1.0,4.8l.,270.0,D,petrol/lpg,6.0,1.0,1.0,2020-01,1.0,BMW,750,10200,5.0,2008
235,suv,1.0,,1.0,,4/5,1.0,,1.0,2.4l.,,,diesel,,1.0,1.0,,1.0,Volvo,XC 60,10300,,2009
236,sedan,,,1.0,,4/5,1.0,,1.0,1.6l.,,,diesel,,0.0,1.0,,,Skoda,Octavia,10500,,2016
237,suv,1.0,black,1.0,,4/5,1.0,AWD,1.0,2.2l.,129.0,D,diesel,,1.0,1.0,2021-05,1.0,Mazda,CX-5,10850,5.0,2013
238,suv,1.0,,1.0,,4/5,1.0,,1.0,3.0l.,,,diesel,,1.0,1.0,,1.0,Land-Rover,Range Rover Sport,11500,,2008
239,other,,white,,,4/5,0.0,,,2.2l.,,,diesel,,0.0,,2020-04,,Mercedes-Benz,Sprinter,11900,3.0,2014
240,sedan,1.0,black,1.0,,4/5,1.0,FWD,1.0,2.0l.,147.0,,petrol,,1.0,,2019-11,1.0,Volkswagen,Passat CC,11900,4.0,2013
241,sedan,1.0,black,1.0,,4/5,1.0,RWD,1.0,3.0l.,180.0,LT,diesel,,1.0,1.0,2021-05,1.0,BMW,730,13000,5.0,2009
242,sedan,1.0,gold,1.0,,4/5,1.0,AWD,1.0,2.0l.,180.0,,petrol,8.0,1.0,,2021-04,1.0,BMW,528,13500,5.0,2012
243,sedan,1.0,blue,1.0,,4/5,1.0,AWD,1.0,2.0l.,162.0,,petrol,,1.0,,,1.0,Audi,A3,14499,5.0,2016
244,suv,1.0,black,1.0,,4/5,1.0,AWD,1.0,2.0l.,111.0,LT,petrol,7.0,1.0,1.0,,,Toyota,RAV-4,15500,5.0,2014
245,suv,1.0,silver,1.0,,4/5,1.0,FWD,1.0,1.7l.,85.0,LT,diesel,6.0,0.0,1.0,2023-03,,Kia,Sportage,18500,5.0,2018
246,sedan,1.0,black,1.0,,4/5,1.0,RWD,1.0,1.6l.,100.0,LT,diesel,7.0,1.0,1.0,2021-01,1.0,Mercedes-Benz,C 200,23999,5.0,2016
247,suv,1.0,black,1.0,,4/5,1.0,AWD,1.0,2.0l.,155.0,LT,petrol,,1.0,1.0,2020-02,1.0,Mercedes-Benz,GLA 250,29975,5.0,2014
248,sedan,,,,,4/5,1.0,FWD,,2.3l.,98.0,,petrol,5.0,0.0,,2020-01,,Audi,100,100,5.0,1993
249,hatchback,,white,,,2/3,1.0,FWD,,1.3l.,40.0,D,petrol,4.0,0.0,,,,Volkswagen,Golf,150,5.0,1988
250,other,,white,,,4/5,1.0,FWD,,3.8l.,129.0,,petrol,4.0,1.0,,,,Pontiac,Trans Sport,150,7.0,1995
251,avant,,blue,,,4/5,1.0,FWD,,2.0l.,60.0,D,diesel,5.0,0.0,,,,Opel,Vectra,150,5.0,1997
252,hatchback,,blue,,,4/5,1.0,FWD,,2.2l.,81.0,D,diesel,5.0,0.0,,,,Nissan,Almera,170,5.0,2002
253,avant,,blue,,,4/5,1.0,FWD,,1.7l.,40.0,D,diesel,5.0,0.0,,,,Mazda,323,170,5.0,1988
254,avant,,,,,4/5,1.0,,,1.8l.,,,diesel,,0.0,,,,Ford,Mondeo,200,,1998
255,hatchback,,,,,4/5,1.0,,,1.8l.,,,diesel,,0.0,,,,Ford,Focus,200,,2003
256,sedan,,silver,,,4/5,1.0,FWD,1.0,2.0l.,98.0,,petrol,5.0,0.0,,2019-08,,Chrysler,Neon,200,5.0,1999
257,hatchback,,silver,,,2/3,1.0,FWD,,1.1l.,44.0,D,petrol,5.0,0.0,,2020-02,,Peugeot,206,200,5.0,2001
258,hatchback,,,,,2/3,1.0,,,15.0l.,,,petrol,,1.0,,,,Honda,Civic,200,,1993
259,avant,,silver,,,4/5,1.0,FWD,1.0,1.6l.,66.0,,petrol,,0.0,,2019-05,,Citroen,Xsara,200,5.0,1998
260,sedan,,,,,4/5,1.0,,,1.8l.,,,petrol,,0.0,,,,Audi,80,220,,1989
261,hatchback,,red,,,2/3,1.0,FWD,,1.4l.,44.0,D,petrol,5.0,1.0,,2020-03,,Opel,Corsa,240,5.0,1995
262,hatchback,,black,,,2/3,1.0,FWD,1.0,1.2l.,55.0,D,petrol,5.0,0.0,,2019-07,,Ford,Fiesta,240,5.0,1999
263,avant,,black,,,4/5,1.0,FWD,,1.9l.,66.0,D,diesel,5.0,0.0,,2019-12,,Audi,80,250,5.0,1994
264,avant,1.0,silver,,,4/5,1.0,FWD,1.0,2.0l.,74.0,,diesel,,0.0,,2019-06,,Mazda,626,250,5.0,1999
265,other,,,,Engine,4/5,1.0,FWD,1.0,3.8l.,132.0,,petrol/lpg,4.0,1.0,,2019-12,1.0,Chrysler,Town & Country,260,7.0,2000
266,avant,,white,,Engine,4/5,1.0,FWD,,2.5l.,85.0,,diesel,,0.0,,2020-07,,Audi,100,270,5.0,1995
267,avant,,,,,4/5,1.0,FWD,1.0,2.0l.,74.0,,diesel,5.0,0.0,,2019-01,,Opel,Vectra,270,5.0,2000
268,other,,green,,Engine,4/5,1.0,,1.0,2.2l.,84.0,,diesel,,0.0,,2019-11,,Nissan,Almera Tino,280,,2002
269,avant,1.0,,,,4/5,1.0,,1.0,2.0l.,,,petrol,,0.0,,,1.0,Ford,Mondeo,280,,1999
270,hatchback,1.0,blue,,,2/3,1.0,FWD,1.0,1.6l.,74.0,,petrol,5.0,0.0,,2020-04,,Audi,A3,300,5.0,1998
271,avant,,,,,4/5,1.0,FWD,,1.9l.,50.0,,diesel,5.0,0.0,,2020-06,,Volkswagen,Passat,300,5.0,1991
272,hatchback,,blue,,,2/3,1.0,FWD,,1.4l.,44.0,,petrol/lpg,,0.0,,2019-12,,Volkswagen,Golf,300,,1994
273,hatchback,,green,,,4/5,1.0,FWD,1.0,1.6l.,66.0,D,petrol/lpg,5.0,0.0,,2019-10,,Nissan,Almera,300,5.0,1995
274,hatchback,,,,Other,4/5,1.0,FWD,,1.4l.,66.0,,petrol,5.0,0.0,,,,Honda,Civic,300,5.0,1997
275,avant,1.0,,1.0,,4/5,1.0,,,2.2l.,,,diesel,,0.0,,,,Opel,Omega,300,,2001
276,hatchback,,,,,4/5,1.0,,,1.9l.,84.0,,petrol/lpg,,0.0,,,,Renault,Megane,300,,1999
277,avant,,,,,4/5,1.0,,,1.9l.,,,diesel,,0.0,,,,Audi,80,300,,1993
278,sedan,,silver,,,4/5,1.0,FWD,,1.6l.,66.0,,diesel,,0.0,,,,Audi,80,300,5.0,1985
279,hatchback,,blue,,,2/3,1.0,FWD,,1.1l.,48.0,,petrol,,0.0,,2020-04,,Opel,Corsa,300,4.0,1998
280,avant,,,,Other,4/5,1.0,FWD,,1.9l.,81.0,,diesel,5.0,0.0,,,,Volkswagen,Passat,350,5.0,1998
281,avant,1.0,black,1.0,Engine,4/5,1.0,FWD,1.0,1.9l.,78.0,,diesel,5.0,0.0,,,1.0,Renault,Laguna,350,,2003
282,avant,,,,,4/5,1.0,,,2.5l.,103.0,,diesel,,1.0,,,,Audi,A6,350,,1996
283,hatchback,,blue,,,2/3,1.0,FWD,1.0,1.6l.,74.0,,petrol,5.0,0.0,,,,Audi,A3,350,,1997
284,sedan,,,,Engine,4/5,1.0,,,2.0l.,,,diesel,,0.0,,,,Citroen,C5,350,,2003
285,sedan,,,,,4/5,1.0,,,2.0l.,,,petrol/lpg,,0.0,,,,Audi,80,350,,1993
286,sedan,,,,,4/5,1.0,,,1.9l.,66.0,,diesel,,0.0,,2020-01,,Peugeot,406,370,,1997
287,hatchback,,green,,,2/3,1.0,FWD,,1.0l.,37.0,,petrol,5.0,0.0,,2020-09,,Volkswagen,Polo,380,5.0,1997
288,other,,green,,,4/5,1.0,FWD,,2.4l.,110.0,,petrol,,0.0,,2020-02,,Chrysler,Voyager,385,,1997
289,other,,,,,4/5,1.0,,1.0,1.9l.,66.0,,diesel,,0.0,,2019-08,,Ford,Galaxy,390,,1998
290,sedan,1.0,green,,,4/5,1.0,RWD,1.0,2.0l.,100.0,,petrol/lpg,4.0,1.0,,2020-03,,Opel,Omega,390,5.0,1997
291,hatchback,,,,,4/5,1.0,FWD,,1.9l.,59.0,,diesel,5.0,0.0,,,,Renault,Clio,390,5.0,2000
292,other,,green,,,2/3,1.0,FWD,,1.9l.,47.0,,diesel,5.0,0.0,,2019-10,,Seat,Inca,390,5.0,1999
293,other,,green,,,4/5,1.0,FWD,1.0,1.6l.,66.0,,petrol,5.0,0.0,,2021-03,,Renault,Megane,390,5.0,1999
294,hatchback,,green,,,2/3,1.0,FWD,,1.8l.,92.0,,petrol/lpg,5.0,0.0,,2019-01,,Audi,A3,399,5.0,1996
295,other,,black,,,4/5,1.0,FWD,1.0,1.9l.,,D,diesel,5.0,0.0,,2019-08,,Mitsubishi,Space Star,400,5.0,2002
296,hatchback,1.0,silver,1.0,,4/5,0.0,FWD,1.0,1.6l.,77.0,,petrol,5.0,0.0,,,,Mazda,3,400,5.0,2005
297,other,,,,,4/5,1.0,FWD,1.0,2.5l.,75.0,,diesel,,0.0,,2019-10,,Volkswagen,Caravelle,2800,8.0,2000
298,avant,,,,,4/5,1.0,,,2.2l.,,,diesel,,0.0,,,,Ford,Mondeo,2800,,2008
299,other,1.0,,1.0,,4/5,1.0,,,2.0l.,100.0,D,diesel,,0.0,,,,Volkswagen,Touran,2800,7.0,2004
300,hatchback,,,,,4/5,1.0,FWD,,1.5l.,57.0,,petrol/electricity,5.0,1.0,,2020-11,,Toyota,Prius,2800,5.0,2005
301,avant,1.0,,,,4/5,1.0,RWD,1.0,3.0l.,100.0,,diesel,,1.0,,2020-07,1.0,Mercedes-Benz,300,2800,5.0,1995
302,other,,,,,4/5,1.0,,,1.8l.,92.0,FR,diesel,6.0,0.0,,,,Ford,S-Max,2800,7.0,2007
303,avant,1.0,,1.0,,4/5,1.0,FWD,1.0,2.4l.,120.0,,diesel,,1.0,,2020-07,1.0,Volvo,V70,2800,5.0,2005
304,suv,1.0,,1.0,,4/5,1.0,AWD,1.0,2.5l.,103.0,,diesel,,1.0,,2019-05,1.0,Kia,Sorento,2800,,2003
305,avant,1.0,,,,4/5,1.0,AWD,1.0,2.0l.,92.0,D,petrol,5.0,0.0,,2020-08,,Subaru,Forester,2800,5.0,2003
306,sedan,1.0,,,Damaged,4/5,1.0,,1.0,2.2l.,,,diesel,,1.0,1.0,,,Mercedes-Benz,C 220,2800,,2008
307,sedan,1.0,,,,4/5,1.0,RWD,1.0,3.0l.,142.0,,diesel,5.0,0.0,,2020-05,,BMW,530,2800,,2000
308,sedan,1.0,,1.0,,4/5,1.0,FWD,1.0,2.0l.,100.0,D,diesel,6.0,0.0,1.0,2020-10,1.0,Peugeot,407,2800,5.0,2005
309,avant,1.0,,,,4/5,1.0,RWD,1.0,1.9l.,90.0,,diesel,,0.0,,2019-06,,Mercedes-Benz,C 220,2800,,2006
310,avant,,,,,4/5,1.0,,,2.0l.,,,diesel,,0.0,,,,BMW,320,2800,,2002
311,hatchback,,,,,2/3,1.0,FWD,1.0,1.2l.,44.0,D,petrol/lpg,5.0,0.0,,2020-09,,Volkswagen,Polo,2800,5.0,2008
312,avant,1.0,,1.0,,4/5,1.0,AWD,1.0,2.5l.,132.0,D,diesel,5.0,1.0,1.0,2021-11,1.0,Audi,A6,2800,,2002
313,suv,1.0,,,,4/5,1.0,RWD,,2.2l.,,,diesel,6.0,0.0,1.0,,,Nissan,X-Trail,2800,5.0,2004
314,other,1.0,,,,4/5,1.0,FWD,1.0,2.0l.,103.0,,diesel,6.0,1.0,,2021-01,,Volkswagen,Touran,2800,5.0,2004
315,avant,1.0,,1.0,,4/5,1.0,FWD,1.0,2.0l.,103.0,D,diesel,6.0,0.0,,2020-04,,Skoda,Octavia,2800,5.0,2005
316,hatchback,1.0,,1.0,,4/5,1.0,,1.0,1.9l.,,,diesel,,0.0,,,,Volkswagen,Golf,2800,,2005
317,sedan,,,,,4/5,1.0,FWD,,1.9l.,96.0,LT,diesel,5.0,0.0,,2020-02,1.0,Audi,A6,2800,5.0,2002
318,hatchback,1.0,,,,4/5,1.0,FWD,1.0,1.4l.,66.0,D,petrol,5.0,0.0,,2020-09,,Volkswagen,Golf,2800,5.0,2004
319,hatchback,1.0,,1.0,,4/5,1.0,FWD,1.0,2.2l.,98.0,FR,diesel,,1.0,,2019-12,,Citroen,C5,2800,5.0,2005
320,avant,,,,,4/5,1.0,FWD,,2.0l.,100.0,,diesel,,0.0,,2019-09,,Volvo,V50,2800,,2007
321,suv,,,,,4/5,1.0,AWD,1.0,3.2l.,118.0,,diesel,5.0,1.0,,2019-03,,Mitsubishi,Pajero,2800,7.0,2004
322,cabriolet,,,1.0,,2/3,1.0,,1.0,2.5l.,120.0,,diesel,,1.0,,2019-10,1.0,Audi,A4,2840,,2003
323,sedan,,,,,4/5,1.0,,1.0,2.0l.,,,diesel,,0.0,,,,Audi,A6,2849,,2005
324,other,1.0,,1.0,,4/5,1.0,FWD,1.0,2.0l.,100.0,D,diesel,6.0,0.0,,,,Citroen,C8,2850,7.0,2009
325,other,1.0,,1.0,,4/5,1.0,FWD,1.0,2.0l.,85.0,I,diesel,5.0,0.0,,2020-05,,Toyota,Avensis Verso,2850,7.0,2004
326,other,1.0,,1.0,,4/5,1.0,FWD,1.0,1.6l.,85.0,D,petrol,6.0,0.0,1.0,,1.0,Volkswagen,Touran,2850,5.0,2004
327,other,1.0,,,,4/5,1.0,FWD,1.0,1.9l.,85.0,D,diesel,6.0,0.0,1.0,,,Volkswagen,Sharan,2850,7.0,2003
328,other,,,1.0,,4/5,1.0,FWD,1.0,1.9l.,77.0,D,diesel,6.0,0.0,,,,Volkswagen,Touran,2850,5.0,2006
329,sedan,1.0,,1.0,,4/5,1.0,RWD,1.0,4.0l.,180.0,,diesel,5.0,1.0,1.0,2020-04,1.0,BMW,740,2850,5.0,2000
330,avant,1.0,,1.0,,4/5,1.0,FWD,1.0,2.5l.,120.0,,diesel,5.0,1.0,,2020-09,,Audi,A4,2850,5.0,2005
331,hatchback,1.0,,1.0,,4/5,1.0,FWD,1.0,1.4l.,59.0,D,diesel,5.0,0.0,,2021-05,,Skoda,Fabia,2850,5.0,2009
332,other,,,1.0,,4/5,1.0,FWD,1.0,1.9l.,110.0,,diesel,6.0,0.0,,2020-07,,Opel,Zafira,2850,7.0,2007
333,avant,1.0,,1.0,,4/5,1.0,FWD,1.0,2.0l.,96.0,I,diesel,6.0,0.0,,2020-07,,Ford,Mondeo,2850,5.0,2008
334,avant,1.0,,,,4/5,1.0,FWD,1.0,1.9l.,110.0,D,diesel,6.0,1.0,,,,Opel,Vectra,2850,5.0,2006
335,sedan,1.0,,1.0,,4/5,1.0,FWD,1.0,2.2l.,,,diesel,5.0,0.0,1.0,,1.0,Honda,Accord,2850,5.0,2004
336,avant,1.0,,1.0,,4/5,1.0,RWD,1.0,2.5l.,120.0,,diesel,5.0,0.0,1.0,2019-11,,BMW,525,2850,5.0,2003
337,suv,1.0,,1.0,,4/5,1.0,AWD,1.0,2.5l.,103.0,D,diesel,,0.0,1.0,2019-10,1.0,Kia,Sorento,2850,5.0,2004
338,hatchback,1.0,,1.0,,4/5,1.0,FWD,1.0,2.0l.,103.0,FR,diesel,6.0,0.0,,2020-03,,Volkswagen,Golf Plus,2850,5.0,2005
339,hatchback,,,,,4/5,1.0,FWD,1.0,2.0l.,92.0,I,diesel,6.0,0.0,,2020-07,,Toyota,Auris,2850,5.0,2007
340,sedan,1.0,,1.0,,4/5,1.0,AWD,1.0,0.5l.,165.0,D,diesel,8.0,1.0,1.0,,1.0,Audi,A6,2850,,2004
341,sedan,1.0,,,,4/5,1.0,,1.0,1.6l.,,,petrol,,0.0,,2019-12,,Mitsubishi,Lancer,2850,,2007
342,sedan,,,,,4/5,1.0,RWD,,1.3l.,50.0,,petrol/lpg,4.0,0.0,,,,Lada,2103,2850,5.0,1983
343,sedan,,,,,4/5,1.0,FWD,1.0,2.3l.,122.0,,petrol/lpg,5.0,1.0,,2019-06,1.0,Mazda,6,2850,5.0,2007
344,cabriolet,,,,,2/3,1.0,RWD,,2.3l.,142.0,,petrol,,0.0,,,,Mercedes-Benz,SLK 230,2850,2.0,1997
345,avant,,,,,4/5,1.0,,,2.7l.,132.0,,diesel,,0.0,,2021-04,,Audi,A4,2850,,2006
346,coupe,,,,,4/5,1.0,RWD,,2.7l.,125.0,,diesel,5.0,1.0,,2021-01,,Mercedes-Benz,CLK 270,2850,4.0,2003
347,suv,1.0,,1.0,,4/5,1.0,,1.0,2.5l.,103.0,,diesel,,1.0,,2021-05,,Kia,Sorento,2850,,2006
348,hatchback,1.0,,,,4/5,1.0,FWD,1.0,1.9l.,88.0,FR,diesel,5.0,0.0,,,1.0,Alfa-Romeo,147,2850,5.0,2007
349,avant,1.0,,1.0,,4/5,1.0,FWD,1.0,2.0l.,103.0,D,diesel,6.0,0.0,,,,Volkswagen,Passat,2850,5.0,2006
350,suv,1.0,,,,4/5,1.0,AWD,1.0,2.2l.,100.0,D,diesel,6.0,0.0,,,,Nissan,X-Trail,2850,5.0,2005
351,other,1.0,,1.0,,4/5,1.0,FWD,1.0,2.0l.,103.0,,diesel,6.0,1.0,,,,Volkswagen,Touran,2850,5.0,2005
352,other,,,1.0,,4/5,1.0,,1.0,1.9l.,50.0,,diesel,,0.0,,,,Volkswagen,Caravelle,2850,,1999
353,hatchback,1.0,,1.0,,4/5,1.0,FWD,1.0,2.0l.,92.0,,diesel,6.0,1.0,,,1.0,Mercedes-Benz,A 200,2850,5.0,2004
354,avant,1.0,,,,4/5,1.0,FWD,1.0,1.9l.,88.0,,diesel,6.0,0.0,,,,Opel,Astra,2850,5.0,2006
355,coupe,1.0,,,,2/3,1.0,FWD,1.0,2.0l.,110.0,,petrol,5.0,0.0,,,,Mitsubishi,Eclipse,2850,4.0,1992
356,other,1.0,,1.0,,4/5,1.0,FWD,1.0,1.9l.,85.0,,diesel,6.0,1.0,,,1.0,Ford,Galaxy,2850,7.0,2003
357,suv,1.0,,,,4/5,1.0,AWD,1.0,2.2l.,84.0,D,diesel,,0.0,1.0,,,Nissan,X-Trail,2850,,2003
358,suv,1.0,,,,4/5,1.0,AWD,1.0,2.5l.,103.0,D,diesel,,0.0,,,,Kia,Sorento,2850,,2005
359,avant,1.0,,1.0,,4/5,1.0,FWD,1.0,2.2l.,130.0,D,diesel,6.0,0.0,1.0,2019-10,1.0,Toyota,Avensis,2850,5.0,2005
360,hatchback,1.0,,1.0,,4/5,1.0,FWD,1.0,1.9l.,77.0,,diesel,5.0,0.0,,,,Seat,Leon,2850,5.0,2007
361,avant,1.0,,1.0,,4/5,1.0,,1.0,1.9l.,96.0,,diesel,,0.0,,,,Audi,A6,2850,,2003
362,other,1.0,,,,4/5,1.0,FWD,1.0,2.0l.,100.0,,diesel,,0.0,,,,Citroen,Jumpy,2850,3.0,2008
363,other,,,,,2/3,1.0,,,2.2l.,80.0,,diesel,,0.0,,2019-11,,Mercedes-Benz,Sprinter,2850,,2002
364,other,1.0,,1.0,,4/5,1.0,FWD,1.0,1.9l.,110.0,,diesel,6.0,0.0,,,,Opel,Zafira,2850,7.0,2007
365,hatchback,1.0,,1.0,,2/3,1.0,RWD,1.0,2.5l.,141.0,D,petrol,5.0,0.0,,,1.0,BMW,325,2850,5.0,2003
366,sedan,,,,,4/5,1.0,,,2.0l.,,,diesel,,0.0,,2020-06,,Audi,A6,2850,,2005
367,avant,1.0,,,,4/5,1.0,,,2.5l.,130.0,D,diesel,,1.0,,,1.0,BMW,525,2850,,2004
368,other,,,,,4/5,1.0,,,2.2l.,82.0,,diesel,,0.0,,,,Mercedes-Benz,Sprinter,2850,3.0,2000
369,other,1.0,,,,4/5,1.0,,1.0,1.8l.,149.0,,petrol,,0.0,,,,Volkswagen,Sharan,2850,7.0,2001
370,other,,,,,,,,,2.4l.,108.0,,petrol,,0.0,,,1.0,Chrysler,Grand Voyager,2850,,2002
